Year,Country of origin,Country of asylum,Population Type,Female 0 - 4,Female 5 - 11,Female 12 - 17,Female 18 - 59,Female 60,Female other,Female total,Male 0 - 4,Male 5 - 11,Male 12 - 17,Male 18 - 59,Male 60,Male other,Male total,Total
2011,Myanmar,France,REF,0,0,0,0,0,38,38,0,0,0,0,0,136,136,174
2011,Myanmar,United Kingdom of Great Britain and Northern Ireland,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,789
2011,Myanmar,Germany,REF,8,29,18,183,7,0,245,11,29,19,499,16,0,574,819
2011,Myanmar,Greece,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
2011,Myanmar,Hungary,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2011,Myanmar,India,REF,339,419,518,1815,58,0,3149,316,432,648,2021,55,0,3472,6621
2011,Myanmar,Indonesia,REF,0,0,0,5,0,0,5,0,0,6,74,0,0,80,85
2011,Myanmar,Ireland,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
2011,Myanmar,Italy,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
2011,Myanmar,Japan,REF,0,0,0,0,0,555,555,0,0,0,0,0,1090,1090,1645
2011,Myanmar,Rep. of Korea,REF,0,7,0,28,0,0,35,0,7,0,86,0,0,93,128
2011,Myanmar,Sri Lanka,REF,0,0,0,0,0,0,0,0,0,0,54,0,0,54,54
2011,Myanmar,Mexico,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2011,Myanmar,Malaysia,REF,3958,2486,1712,15575,342,0,24073,4122,2659,2136,47590,534,0,57041,81146
2011,Myanmar,Nepal,REF,0,0,0,13,0,0,13,0,0,6,15,0,0,21,34
2011,Myanmar,Netherlands,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,769
2011,Myanmar,Norway,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,161
2011,Myanmar,New Zealand,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,39
2011,Myanmar,Pakistan,REF,0,0,9,0,0,0,9,0,0,0,0,0,0,0,9
2011,Myanmar,Portugal,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2011,Myanmar,Romania,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,44
2011,Myanmar,Sweden,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50
2011,Myanmar,Switzerland,REF,0,0,7,6,0,0,13,0,0,5,11,0,8,24,37
2011,Myanmar,Thailand,REF,5719,8011,5987,22244,2387,0,44348,5897,8180,6373,21031,2319,0,43800,88148
2011,Myanmar,United States of America,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3164
2012,Myanmar,Australia,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,534
2012,Myanmar,Austria,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
2012,Myanmar,Belgium,REF,0,0,0,0,0,5,5,0,0,0,0,0,12,12,17
2012,Myanmar,Bangladesh,REF,314,478,375,903,44,0,2114,319,493,367,737,46,0,1962,230674
2012,Myanmar,Cambodia,REF,0,0,0,6,0,0,6,0,5,0,10,0,0,15,21
2012,Myanmar,Canada,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,276
2012,Myanmar,Czechia,REF,0,0,0,0,0,49,49,0,0,0,0,0,78,78,127
2012,Myanmar,Denmark,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,57
2012,Myanmar,Finland,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
2012,Myanmar,France,REF,0,0,0,0,0,39,39,0,0,0,0,0,154,154,193
2012,Myanmar,United Kingdom of Great Britain and Northern Ireland,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,863
2012,Myanmar,Germany,REF,7,25,22,186,9,0,249,8,33,19,484,20,0,564,813
2012,Myanmar,Greece,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
2012,Myanmar,Hungary,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2012,Myanmar,India,REF,379,501,505,2197,79,0,3661,393,478,686,2383,70,0,4010,7671
2012,Myanmar,Indonesia,REF,5,0,12,5,0,0,22,10,20,165,5,0,0,200,222
2012,Myanmar,Ireland,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
2012,Myanmar,Italy,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17
2012,Myanmar,Japan,REF,0,0,0,0,0,606,606,0,0,0,0,0,1126,1126,1732
2012,Myanmar,Rep. of Korea,REF,5,5,0,40,0,0,50,5,5,0,96,0,0,106,156
2012,Myanmar,Malaysia,REF,4637,2769,1754,16084,422,0,25666,4830,3009,2220,48328,587,0,58974,84671
2012,Myanmar,Nepal,REF,6,0,0,13,0,0,19,0,0,6,22,0,0,28,47
2012,Myanmar,Netherlands,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,795
2012,Myanmar,Norway,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160
2012,Myanmar,New Zealand,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36
2012,Myanmar,Pakistan,REF,0,6,5,5,0,0,16,0,0,0,7,0,0,7,23
2012,Myanmar,Philippines,REF,0,0,0,0,0,0,0,0,0,0,5,0,0,5,5
2012,Myanmar,Portugal,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2012,Myanmar,Romania,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45
2012,Myanmar,Sweden,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49
2012,Myanmar,Switzerland,REF,0,0,0,0,0,18,18,0,0,0,0,0,28,28,46
2012,Myanmar,Thailand,REF,5191,7562,5679,21264,2353,0,42049,5347,7713,5963,19937,2308,0,41268,83317
2012,Myanmar,United States of America,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2739
2013,Myanmar,Australia,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,513
2013,Myanmar,Austria,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26
2013,Myanmar,Belgium,REF,0,0,0,0,0,5,5,0,0,0,0,0,13,13,18
2013,Myanmar,Bangladesh,REF,298,505,386,964,43,0,2196,314,510,372,751,47,0,1994,231125
2013,Myanmar,Cambodia,REF,0,0,0,5,0,0,5,0,5,0,14,0,0,19,24
2013,Myanmar,Canada,REF,0,0,0,8,0,0,8,0,0,0,0,0,0,0,283
2013,Myanmar,Czechia,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153
2013,Myanmar,Denmark,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60
2013,Myanmar,Finland,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
2013,Myanmar,France,REF,0,0,0,0,0,46,46,0,0,0,0,0,208,208,254
2013,Myanmar,United Kingdom of Great Britain and Northern Ireland,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,858
2013,Myanmar,Germany,REF,6,26,24,191,10,0,257,6,31,25,487,19,0,568,825
2013,Myanmar,Greece,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6
2013,Myanmar,India,REF,620,857,606,3071,108,0,5262,639,876,774,3469,102,0,5860,11122
2013,Myanmar,Indonesia,REF,20,21,7,44,0,0,92,27,22,87,553,0,0,689,781
2013,Myanmar,Ireland,REF,0,0,0,0,0,0,0,0,0,0,5,0,0,5,5
2013,Myanmar,Italy,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20
2013,Myanmar,Japan,REF,0,0,0,0,0,531,531,0,0,0,0,0,1300,1300,1831
2013,Myanmar,Rep. of Korea,REF,6,5,0,44,0,0,55,6,6,0,103,5,0,120,175
2013,Myanmar,Malaysia,REF,5420,3169,1996,18112,481,0,29178,5686,3488,2587,50686,638,0,63085,92287
2013,Myanmar,Nepal,REF,7,7,0,19,0,0,33,6,5,5,36,0,0,52,85
2013,Myanmar,Netherlands,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,847
2013,Myanmar,Norway,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,154
2013,Myanmar,New Zealand,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34
2013,Myanmar,Pakistan,REF,0,9,0,0,0,0,9,0,0,0,5,0,0,5,14
2013,Myanmar,Philippines,REF,0,0,0,0,0,0,0,0,0,0,5,0,0,5,5
2013,Myanmar,Portugal,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2013,Myanmar,Romania,REF,0,0,0,0,0,16,16,0,0,0,0,0,19,19,35
2013,Myanmar,Sweden,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43
2013,Myanmar,Switzerland,REF,0,0,5,7,0,6,18,0,0,0,17,0,10,27,45
2013,Myanmar,Thailand,REF,2720,3980,3047,11614,1339,0,22700,2826,4104,3057,10844,1317,0,22148,135476
2013,Myanmar,United States of America,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2471
2014,Myanmar,Australia,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,515
2014,Myanmar,Austria,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30
2014,Myanmar,Belgium,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
2014,Myanmar,Bangladesh,REF,277,518,376,1152,58,0,2381,295,533,375,888,63,0,2154,232462
2014,Myanmar,Cambodia,REF,0,0,5,0,0,0,5,0,0,0,16,0,0,16,21
2014,Myanmar,Canada,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,264
2014,Myanmar,Czechia,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159
2014,Myanmar,Denmark,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,58
2014,Myanmar,Finland,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14
2014,Myanmar,France,REF,0,0,0,0,0,51,51,0,0,0,0,0,248,248,299
2014,Myanmar,United Kingdom of Great Britain and Northern Ireland,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,891
2014,Myanmar,Germany,REF,6,24,22,177,11,0,240,5,22,21,459,22,0,529,769
2014,Myanmar,Greece,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10
2014,Myanmar,Hungary,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2014,Myanmar,India,REF,832,1166,784,3868,148,0,6798,874,1224,878,4391,136,0,7503,14301
2014,Myanmar,Indonesia,REF,44,45,27,90,5,0,211,44,49,50,406,0,0,549,760
2014,Myanmar,Ireland,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
2014,Myanmar,Italy,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23
2014,Myanmar,Japan,REF,0,0,0,0,0,586,586,0,0,0,0,0,1303,1303,1889
2014,Myanmar,Rep. of Korea,REF,5,7,0,47,0,0,59,5,8,0,108,0,0,121,180
2014,Myanmar,Sri Lanka,REF,0,0,0,0,0,0,0,0,0,0,77,0,0,77,77
2014,Myanmar,Malaysia,REF,5999,3377,2094,19032,503,0,31005,6352,3753,2662,49401,684,0,62852,93866
2014,Myanmar,Nepal,REF,6,7,5,26,0,0,44,5,9,6,37,0,0,57,101
2014,Myanmar,Netherlands,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,861
2014,Myanmar,Norway,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,155
2014,Myanmar,Nauru,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2014,Myanmar,New Zealand,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,29
2014,Myanmar,Pakistan,REF,0,6,0,5,0,0,11,0,0,7,5,0,0,12,23
2014,Myanmar,Philippines,REF,0,0,0,0,0,0,0,0,0,0,6,0,0,6,6
2014,Myanmar,Portugal,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2014,Myanmar,Romania,REF,6,5,0,10,0,0,21,12,0,0,11,0,0,23,44
2014,Myanmar,South Africa,REF,0,0,0,0,0,0,0,0,0,0,0,0,5,5,5
2014,Myanmar,Singapore,REF,0,0,0,0,0,0,0,0,0,0,5,0,0,5,5
2014,Myanmar,Sweden,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32
2014,Myanmar,Switzerland,REF,0,5,0,10,0,7,22,5,0,0,17,0,8,30,52
2014,Myanmar,Thailand,REF,4052,6388,5451,19093,2035,0,37019,4221,6673,5533,18424,1892,0,36743,128863
2014,Myanmar,United States of America,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2204
2015,Myanmar,Australia,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,495
2015,Myanmar,Austria,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34
2015,Myanmar,Belgium,REF,0,0,0,0,0,0,0,0,0,0,0,0,10,10,10
2015,Myanmar,Bangladesh,REF,272,514,401,1096,54,0,2337,298,519,396,789,57,0,2059,231948
2015,Myanmar,Cambodia,REF,0,0,5,0,0,0,5,0,0,0,14,0,0,14,19
2015,Myanmar,Canada,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,223
2015,Myanmar,Czechia,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160
2015,Myanmar,Denmark,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,54
2015,Myanmar,Finland,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,27
2015,Myanmar,France,REF,0,0,0,0,0,50,50,0,0,0,0,0,261,261,311
2015,Myanmar,United Kingdom of Great Britain and Northern Ireland,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,942
2015,Myanmar,Germany,REF,5,19,13,166,9,0,212,0,16,22,434,24,0,496,708
2015,Myanmar,Greece,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13
2015,Myanmar,Hungary,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2015,Myanmar,India,REF,919,1340,844,4317,146,0,7566,963,1417,987,4640,162,0,8169,15735
2015,Myanmar,Indonesia,REF,39,53,28,93,5,0,218,46,44,25,353,0,0,468,686
2015,Myanmar,Ireland,REF,0,5,0,0,0,0,5,0,0,0,8,0,0,8,13
2015,Myanmar,Italy,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31
2015,Myanmar,Japan,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1826
2015,Myanmar,Rep. of Korea,REF,5,8,0,61,0,0,74,8,14,0,117,0,0,139,213
2015,Myanmar,Malaysia,REF,6077,3166,1907,18391,487,0,30028,6452,3450,2338,45622,741,0,58603,88637
2015,Myanmar,Nepal,REF,13,15,6,39,0,0,73,10,18,8,47,0,0,83,156
2015,Myanmar,Netherlands,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,878
2015,Myanmar,Norway,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,148
2015,Myanmar,Nauru,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2015,Myanmar,New Zealand,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,22
2015,Myanmar,Pakistan,REF,0,0,0,8,0,0,8,0,0,6,10,0,0,16,24
2015,Myanmar,Philippines,REF,0,0,0,0,0,0,0,0,0,0,6,0,0,6,6
2015,Myanmar,Romania,REF,5,5,0,10,0,0,20,12,0,0,11,0,0,23,43
2015,Myanmar,South Africa,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2015,Myanmar,Sweden,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26
2015,Myanmar,Switzerland,REF,0,0,0,6,0,9,15,0,0,0,38,0,0,38,53
2015,Myanmar,Thailand,REF,3506,4781,3948,13363,1326,0,26924,3637,4990,4024,12430,1228,0,26309,106349
2015,Myanmar,United States of America,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1999
2016,Myanmar,Australia,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,504
2016,Myanmar,Austria,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34
2016,Myanmar,Belgium,REF,0,0,0,0,0,0,0,0,0,0,0,0,9,9,9
2016,Myanmar,Bangladesh,REF,254,446,352,1019,46,0,2117,284,446,363,726,51,0,1870,276198
2016,Myanmar,Cambodia,REF,0,0,5,0,0,0,5,0,0,0,14,0,0,14,19
2016,Myanmar,Canada,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70
2016,Myanmar,Czechia,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160
2016,Myanmar,Denmark,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48
2016,Myanmar,Finland,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30
2016,Myanmar,France,REF,0,0,0,0,0,49,49,0,0,0,0,0,275,275,324
2016,Myanmar,United Kingdom of Great Britain and Northern Ireland,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,953
2016,Myanmar,Germany,REF,5,16,12,154,12,0,199,0,12,20,422,24,0,478,677
2016,Myanmar,Greece,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
2016,Myanmar,Hungary,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2016,Myanmar,India,REF,1051,1392,855,4061,145,0,7504,1137,1453,987,4299,181,0,8057,15561
2016,Myanmar,Indonesia,REF,56,50,35,129,5,0,275,66,55,56,435,0,0,612,887
2016,Myanmar,Ireland,REF,0,0,0,0,0,0,0,0,0,0,10,0,0,10,10
2016,Myanmar,Italy,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33
2016,Myanmar,Japan,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1822
2016,Myanmar,Rep. of Korea,REF,8,13,6,66,0,0,93,11,15,8,122,5,0,161,254
2016,Myanmar,Sri Lanka,REF,0,0,0,0,0,0,0,0,0,0,5,0,0,5,5
2016,Myanmar,Malaysia,REF,3776,2686,1483,18031,405,0,26381,3873,2836,1990,51365,584,0,60648,87036
2016,Myanmar,Nepal,REF,12,14,6,37,0,0,69,12,17,11,36,5,0,81,150
2016,Myanmar,Netherlands,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,803
2016,Myanmar,Norway,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,149
2016,Myanmar,Nauru,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2016,Myanmar,New Zealand,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
2016,Myanmar,Pakistan,REF,0,5,0,5,0,0,10,0,0,7,6,0,0,13,23
2016,Myanmar,Philippines,REF,0,0,0,5,0,0,5,0,5,0,0,0,0,5,10
2016,Myanmar,Romania,REF,0,5,0,5,0,0,10,8,0,0,5,0,0,13,23
2016,Myanmar,Spain,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2016,Myanmar,Sweden,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,19
2016,Myanmar,Switzerland,REF,5,0,0,5,0,7,17,5,0,0,13,0,9,27,44
2016,Myanmar,Thailand,REF,3514,4485,3658,12555,1239,0,25451,3695,4635,3753,11747,1156,0,24986,102633
2016,Myanmar,United States of America,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1751
2017,Myanmar,Egypt,REF,0,0,0,5,0,0,5,0,0,0,0,0,0,0,5
2017,Myanmar,Australia,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,516
2017,Myanmar,Austria,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,36
2017,Myanmar,Belgium,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
2017,Myanmar,Bangladesh,REF,72318,87151,54987,187808,14109,0,416373,74752,92318,55836,147192,12679,0,382777,932204
2017,Myanmar,Cambodia,REF,0,0,0,5,0,0,5,0,5,0,9,0,0,14,19
2017,Myanmar,Canada,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,60
2017,Myanmar,Czechia,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,160
2017,Myanmar,Denmark,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,45
2017,Myanmar,Finland,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30
2017,Myanmar,France,REF,0,0,0,0,0,48,48,0,0,0,0,0,268,268,316
2017,Myanmar,United Kingdom of Great Britain and Northern Ireland,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,836
2017,Myanmar,Germany,REF,5,13,18,172,18,0,226,5,10,20,544,26,0,605,831
2017,Myanmar,Greece,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30
2017,Myanmar,Hungary,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2017,Myanmar,India,REF,1529,1628,964,4466,166,0,8753,1701,1729,1089,4630,187,0,9336,18089
2017,Myanmar,Indonesia,REF,54,49,39,121,0,0,263,60,65,33,340,5,0,503,766
2017,Myanmar,Ireland,REF,0,0,0,0,0,0,0,0,0,0,9,0,0,9,9
2017,Myanmar,Italy,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34
2017,Myanmar,Japan,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1469
2017,Myanmar,Rep. of Korea,REF,10,12,13,76,0,0,111,11,21,16,128,5,0,181,292
2017,Myanmar,Sri Lanka,REF,5,5,0,7,0,0,17,8,0,0,10,0,0,18,35
2017,Myanmar,Malaysia,REF,7287,4057,2222,19553,453,0,33572,7726,4181,3153,48710,680,0,64450,98041
2017,Myanmar,Nepal,REF,16,19,6,48,0,0,89,17,23,12,44,5,0,101,190
2017,Myanmar,Netherlands,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,732
2017,Myanmar,Norway,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,130
2017,Myanmar,Nauru,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115
2017,Myanmar,New Zealand,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12
2017,Myanmar,Pakistan,REF,0,0,0,8,0,0,8,0,0,7,6,0,0,13,21
2017,Myanmar,Philippines,REF,0,0,0,5,0,0,5,0,0,0,5,0,0,5,10
2017,Myanmar,Romania,REF,0,5,0,7,0,0,12,5,5,0,7,0,0,17,29
2017,Myanmar,Spain,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2017,Myanmar,Sweden,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,16
2017,Myanmar,Switzerland,REF,0,0,0,9,0,9,18,0,0,0,14,0,8,22,40
2017,Myanmar,Thailand,REF,2704,4372,3651,13030,1371,0,25128,2898,4469,3799,12246,1273,0,24685,99982
2017,Myanmar,United States of America,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1623
2018,Myanmar,Australia,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,550
2018,Myanmar,Austria,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32
2018,Myanmar,Belgium,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9
2018,Myanmar,Bangladesh,REF,82740,99365,61262,214253,15903,0,473523,85552,104771,61847,166840,14102,0,433112,906635
2018,Myanmar,Canada,REF,5,0,6,18,0,0,29,0,5,5,11,5,0,26,55
2018,Myanmar,Czechia,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145
2018,Myanmar,Denmark,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30
2018,Myanmar,Finland,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30
2018,Myanmar,France,REF,0,0,0,0,0,49,49,0,0,0,0,0,272,272,321
2018,Myanmar,United Kingdom of Great Britain and Northern Ireland,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,721
2018,Myanmar,Germany,REF,5,9,17,175,21,0,227,5,11,20,558,33,0,627,854
2018,Myanmar,Greece,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,50
2018,Myanmar,Hungary,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2018,Myanmar,India,REF,1632,1733,996,4537,174,0,9072,1759,1884,1102,4787,209,0,9741,18813
2018,Myanmar,Indonesia,REF,42,57,32,113,5,0,249,65,70,24,300,5,0,464,713
2018,Myanmar,Ireland,REF,0,0,0,0,0,0,0,0,0,0,8,0,0,8,8
2018,Myanmar,Italy,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43
2018,Myanmar,Japan,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1125
2018,Myanmar,Rep. of Korea,REF,17,13,14,89,0,0,133,19,19,18,134,5,0,195,328
2018,Myanmar,Sri Lanka,REF,6,9,0,0,0,0,15,0,8,0,10,0,0,18,33
2018,Myanmar,Malaysia,REF,7914,4597,2455,20829,477,0,36272,8587,4742,3210,60649,767,0,77955,114227
2018,Myanmar,Nepal,REF,30,29,14,73,5,0,151,36,35,22,83,5,0,181,332
2018,Myanmar,Netherlands,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,567
2018,Myanmar,Norway,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,128
2018,Myanmar,Nauru,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,115
2018,Myanmar,New Zealand,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7
2018,Myanmar,Pakistan,REF,0,0,0,9,0,0,9,5,0,0,8,0,0,13,22
2018,Myanmar,Philippines,REF,0,0,0,5,0,0,5,0,0,0,5,0,0,5,10
2018,Myanmar,Romania,REF,0,5,0,6,0,0,11,5,7,0,6,0,0,18,29
2018,Myanmar,Spain,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2018,Myanmar,Sweden,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15
2018,Myanmar,Switzerland,REF,0,0,0,8,0,8,16,0,0,0,11,0,9,20,36
2018,Myanmar,Thailand,REF,4397,8373,7009,26463,2967,0,49209,4688,8705,7192,24990,2819,0,48394,97603
2018,Myanmar,United States of America,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1553
2019,Myanmar,Australia,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,506
2019,Myanmar,Austria,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34
2019,Myanmar,Belgium,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8
2019,Myanmar,Bangladesh,REF,79323,87875,57549,203374,13420,0,441541,82334,91657,60385,162241,16606,0,413223,854764
2019,Myanmar,Czechia,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,145
2019,Myanmar,Denmark,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28
2019,Myanmar,Finland,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,32
2019,Myanmar,France,REF,0,0,0,0,0,48,48,0,0,0,0,0,281,281,329
2019,Myanmar,United Kingdom of Great Britain and Northern Ireland,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,613
2019,Myanmar,Germany,REF,6,13,14,175,20,0,228,5,9,21,548,40,0,623,851
2019,Myanmar,Greece,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,74
2019,Myanmar,Hungary,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5
2019,Myanmar,India,REF,109,203,166,823,37,0,1338,106,207,140,751,32,0,1236,2574
2019,Myanmar,Indonesia,REF,31,43,36,97,0,0,207,47,60,18,258,5,0,388,595
2019,Myanmar,Ireland,REF,0,0,0,5,0,0,5,0,0,0,8,0,0,8,13
2019,Myanmar,Italy,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,49
2019,Myanmar,Japan,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,668
2019,Myanmar,Rep. of Korea,REF,0,0,0,0,0,0,0,0,0,0,0,0,0,0,363
2019,Myanmar,Sri Lanka,REF,5,5,0,7,0,0,17,0,8,0,9,0,0,17,34
